,x,z,y_rot,ind
0,0.0,0.0,0.0,"[-0.4795534159224377, -0.9350659455144765, -0.255763871794888, -0.9668383344677449, 0.3867939053265421, 0.6792278281474611, -0.46513218461583694, 0.11988350702995354, -0.3679087232213589, -0.4305471393692859, -0.4610943020127669, -0.5683858079294883, 0.5739104347251225, 0.9615994454586305, -0.08063168339034799, 0.3192035311697399, -0.7222356390381459, 0.25726068594474216, -0.32736136111706227, 0.3550772268662723, 0.3328795754055034, -0.5267787155532706, 0.8424287610557912, 0.3729981790291048, -0.25061457909972784, 0.6223367325791103, -0.12394567058864969, -0.1515802731440472, 0.9536445729123388, 0.8362843514123477, 0.45928256260511025, -0.47345718412898186, -0.3074316405977122, -0.20043042489008545, 0.6724651423399444, 0.9837583755799089]"
1,0.0020340225,-0.0027593062,-0.09939575,"[-0.4795534159224377, -0.9350659455144765, -0.255763871794888, -0.9668383344677449, 0.3867939053265421, 0.6792278281474611, -0.46513218461583694, 0.11988350702995354, -0.3679087232213589, -0.4305471393692859, -0.4610943020127669, -0.5683858079294883, 0.5739104347251225, 0.9615994454586305, -0.08063168339034799, 0.3192035311697399, -0.7222356390381459, 0.25726068594474216, -0.32736136111706227, 0.3550772268662723, 0.3328795754055034, -0.5267787155532706, 0.8424287610557912, 0.3729981790291048, -0.25061457909972784, 0.6223367325791103, -0.12394567058864969, -0.1515802731440472, 0.9536445729123388, 0.8362843514123477, 0.45928256260511025, -0.47345718412898186, -0.3074316405977122, -0.20043042489008545, 0.6724651423399444, 0.9837583755799089]"
2,0.0055166674,-0.0054535614,-0.2694397,"[-0.4795534159224377, -0.9350659455144765, -0.255763871794888, -0.9668383344677449, 0.3867939053265421, 0.6792278281474611, -0.46513218461583694, 0.11988350702995354, -0.3679087232213589, -0.4305471393692859, -0.4610943020127669, -0.5683858079294883, 0.5739104347251225, 0.9615994454586305, -0.08063168339034799, 0.3192035311697399, -0.7222356390381459, 0.25726068594474216, -0.32736136111706227, 0.3550772268662723, 0.3328795754055034, -0.5267787155532706, 0.8424287610557912, 0.3729981790291048, -0.25061457909972784, 0.6223367325791103, -0.12394567058864969, -0.1515802731440472, 0.9536445729123388, 0.8362843514123477, 0.45928256260511025, -0.47345718412898186, -0.3074316405977122, -0.20043042489008545, 0.6724651423399444, 0.9837583755799089]"
3,0.009833353,-0.007682789,-0.502594,"[-0.4795534159224377, -0.9350659455144765, -0.255763871794888, -0.9668383344677449, 0.3867939053265421, 0.6792278281474611, -0.46513218461583694, 0.11988350702995354, -0.3679087232213589, -0.4305471393692859, -0.4610943020127669, -0.5683858079294883, 0.5739104347251225, 0.9615994454586305, -0.08063168339034799, 0.3192035311697399, -0.7222356390381459, 0.25726068594474216, -0.32736136111706227, 0.3550772268662723, 0.3328795754055034, -0.5267787155532706, 0.8424287610557912, 0.3729981790291048, -0.25061457909972784, 0.6223367325791103, -0.12394567058864969, -0.1515802731440472, 0.9536445729123388, 0.8362843514123477, 0.45928256260511025, -0.47345718412898186, -0.3074316405977122, -0.20043042489008545, 0.6724651423399444, 0.9837583755799089]"
4,0.014733777,-0.009439372,-0.7831421,"[-0.4795534159224377, -0.9350659455144765, -0.255763871794888, -0.9668383344677449, 0.3867939053265421, 0.6792278281474611, -0.46513218461583694, 0.11988350702995354, -0.3679087232213589, -0.4305471393692859, -0.4610943020127669, -0.5683858079294883, 0.5739104347251225, 0.9615994454586305, -0.08063168339034799, 0.3192035311697399, -0.7222356390381459, 0.25726068594474216, -0.32736136111706227, 0.3550772268662723, 0.3328795754055034, -0.5267787155532706, 0.8424287610557912, 0.3729981790291048, -0.25061457909972784, 0.6223367325791103, -0.12394567058864969, -0.1515802731440472, 0.9536445729123388, 0.8362843514123477, 0.45928256260511025, -0.47345718412898186, -0.3074316405977122, -0.20043042489008545, 0.6724651423399444, 0.9837583755799089]"
5,0.020085555,-0.0107335625,-1.1019287,"[-0.4795534159224377, -0.9350659455144765, -0.255763871794888, -0.9668383344677449, 0.3867939053265421, 0.6792278281474611, -0.46513218461583694, 0.11988350702995354, -0.3679087232213589, -0.4305471393692859, -0.4610943020127669, -0.5683858079294883, 0.5739104347251225, 0.9615994454586305, -0.08063168339034799, 0.3192035311697399, -0.7222356390381459, 0.25726068594474216, -0.32736136111706227, 0.3550772268662723, 0.3328795754055034, -0.5267787155532706, 0.8424287610557912, 0.3729981790291048, -0.25061457909972784, 0.6223367325791103, -0.12394567058864969, -0.1515802731440472, 0.9536445729123388, 0.8362843514123477, 0.45928256260511025, -0.47345718412898186, -0.3074316405977122, -0.20043042489008545, 0.6724651423399444, 0.9837583755799089]"
6,0.025628634,-0.0116975885,-1.4342041,"[-0.4795534159224377, -0.9350659455144765, -0.255763871794888, -0.9668383344677449, 0.3867939053265421, 0.6792278281474611, -0.46513218461583694, 0.11988350702995354, -0.3679087232213589, -0.4305471393692859, -0.4610943020127669, -0.5683858079294883, 0.5739104347251225, 0.9615994454586305, -0.08063168339034799, 0.3192035311697399, -0.7222356390381459, 0.25726068594474216, -0.32736136111706227, 0.3550772268662723, 0.3328795754055034, -0.5267787155532706, 0.8424287610557912, 0.3729981790291048, -0.25061457909972784, 0.6223367325791103, -0.12394567058864969, -0.1515802731440472, 0.9536445729123388, 0.8362843514123477, 0.45928256260511025, -0.47345718412898186, -0.3074316405977122, -0.20043042489008545, 0.6724651423399444, 0.9837583755799089]"
7,0.03118339,-0.010983877,-1.7191162,"[-0.4795534159224377, -0.9350659455144765, -0.255763871794888, -0.9668383344677449, 0.3867939053265421, 0.6792278281474611, -0.46513218461583694, 0.11988350702995354, -0.3679087232213589, -0.4305471393692859, -0.4610943020127669, -0.5683858079294883, 0.5739104347251225, 0.9615994454586305, -0.08063168339034799, 0.3192035311697399, -0.7222356390381459, 0.25726068594474216, -0.32736136111706227, 0.3550772268662723, 0.3328795754055034, -0.5267787155532706, 0.8424287610557912, 0.3729981790291048, -0.25061457909972784, 0.6223367325791103, -0.12394567058864969, -0.1515802731440472, 0.9536445729123388, 0.8362843514123477, 0.45928256260511025, -0.47345718412898186, -0.3074316405977122, -0.20043042489008545, 0.6724651423399444, 0.9837583755799089]"
8,0.038459584,-0.006329304,-1.9638062,"[-0.4795534159224377, -0.9350659455144765, -0.255763871794888, -0.9668383344677449, 0.3867939053265421, 0.6792278281474611, -0.46513218461583694, 0.11988350702995354, -0.3679087232213589, -0.4305471393692859, -0.4610943020127669, -0.5683858079294883, 0.5739104347251225, 0.9615994454586305, -0.08063168339034799, 0.3192035311697399, -0.7222356390381459, 0.25726068594474216, -0.32736136111706227, 0.3550772268662723, 0.3328795754055034, -0.5267787155532706, 0.8424287610557912, 0.3729981790291048, -0.25061457909972784, 0.6223367325791103, -0.12394567058864969, -0.1515802731440472, 0.9536445729123388, 0.8362843514123477, 0.45928256260511025, -0.47345718412898186, -0.3074316405977122, -0.20043042489008545, 0.6724651423399444, 0.9837583755799089]"
9,0.049402002,0.004996061,-2.0105286,"[-0.4795534159224377, -0.9350659455144765, -0.255763871794888, -0.9668383344677449, 0.3867939053265421, 0.6792278281474611, -0.46513218461583694, 0.11988350702995354, -0.3679087232213589, -0.4305471393692859, -0.4610943020127669, -0.5683858079294883, 0.5739104347251225, 0.9615994454586305, -0.08063168339034799, 0.3192035311697399, -0.7222356390381459, 0.25726068594474216, -0.32736136111706227, 0.3550772268662723, 0.3328795754055034, -0.5267787155532706, 0.8424287610557912, 0.3729981790291048, -0.25061457909972784, 0.6223367325791103, -0.12394567058864969, -0.1515802731440472, 0.9536445729123388, 0.8362843514123477, 0.45928256260511025, -0.47345718412898186, -0.3074316405977122, -0.20043042489008545, 0.6724651423399444, 0.9837583755799089]"
